"??? ????????","???????","ID","Credit","Debit","??????","???? ??????"
21526,21/11/2018 0:00:00,362,0,10000,"EGP","Actual expenses (EGP 4,621) + advanced admin fees (EGP 5,379) for retainer agreement dated July 1st, 2018."
21529,26/11/2018 0:00:00,363,0,22440,"EGP","Actual expenses till 31/10/2018"
21340,26/11/2018 0:00:00,364,0,3016,"EGP","Actual expenses for years 2014 & 2015"
21339,26/11/2018 0:00:00,365,0,6033,"EGP","Actual expenses till 8/2/2018"
21533,28/11/2018 0:00:00,367,0,5500,"EGP","Our legal service fees for Legal opinion re. filing a case to terminate the contract of Mr. Hatem Kamal"
21535,2/12/2018 0:00:00,368,0,88000,"EGP","1st installment of our legal service fees for case no. 280/2011"
21520,12/11/2018 0:00:00,371,41250,0,"EGP","Client paid the 1st installment of our legal service fees for retainer agreement dated 1/7/2018"
21456,12/11/2018 0:00:00,372,11000,0,"EGP","Client paid the 2nd installment of our legal service for case no. 1676/21j"
21475,22/11/2018 0:00:00,373,192500,0,"EGP","Client paid the 1st installment of our legal service fees for retainer agreement (articles 1 & 2)"
21526,22/11/2018 0:00:00,374,10000,0,"EGP","Client paid the actual expenses (EGP 4,621) + advanced admin fees (EGP 5,379) for retainer agreement dated July 1st, 2018."
21458,22/11/2018 0:00:00,375,178611,0,"EGP","Client paid the 2nd installment of our legal service fees for retainer agreement started in 1/1/2018 (for free zone branch)"
21515,13/12/2018 0:00:00,377,0,3000,"EGP","In advance admin fees for Dispute against industrial development authority"
21545,12/12/2018 0:00:00,378,0,21250,"EGP","2nd installment of our legal service fees for retainer agreement dated 1/7/2018"
21244,17/10/2017 0:00:00,380,0,55000,"EGP","1st installment of our legal service fees for case no. 1344/2017"
21244,,381,55000,0,"EGP","Client paid for 1st installment of our legal service fees for case no. 1344/2017"
21245,17/10/2017 0:00:00,382,0,5000,"EGP","In advance admin fees for case no. 1344/2017"
21245,,383,5000,0,"EGP","Client paid the advanced admin fees for case no. 1344/2017"
21259,31/10/2017 0:00:00,384,0,22000,"EGP","1st installment of our legal service fees in relation to Appeal no. 354 / 21j"
21260,31/10/2017 0:00:00,385,0,2000,"EGP","in advance admin fees in relation to Appeal no. 354 / 21j"
21259,,386,22000,0,"EGP","Client paid 1st installment of our legal service fees in relation to Appeal no. 354 / 21j"
21260,,387,2000,0,"EGP","Client paid in advance admin fees in relation to Appeal no. 354 / 21j"
21530,28/11/2018 0:00:00,388,0,392944,"EGP","Our legal service fees in relation to Case No. 812 / 10j"
21531,28/11/2018 0:00:00,389,0,17861,"EGP","in advance admin fees in relation to Case No. 812 / 10j"
21558,24/12/2018 0:00:00,391,0,11000,"EGP","2nd installment of our legal fees for case no. 595/2016"
20221,13/2/2019 0:00:00,392,10000,0,"EGP","Client paid a part of 1st installment of our legal fees for case no. 6343/2013 + in advance admin fees"
20555,30/1/2019 0:00:00,393,5000,0,"EGP","Clients paid in advance admin fees for case no. 57/2014."
20980,10/7/2019 0:00:00,394,2000,0,"EGP","Client paid in advance admin fees for case no. 3024 / 2013"
20555,1/4/2015 0:00:00,397,0,5000,"EGP","In advance admin fees for case no. 57/2014"
21496,30/1/2019 0:00:00,398,187508,0,"EGP","Client paid 2nd installment of our legal service fees for case no. 57/2014."
21497,3/2/2019 0:00:00,399,8250,0,"EGP","Client paid 2nd installment of our legal fees for case no. 3792/2010"
21502,3/2/2019 0:00:00,400,66000,0,"EGP","Client paid 1st installment of our legal service fees for case no. 3659/2018."
21504,3/2/2019 0:00:00,401,3500,0,"EGP","Client paid in advance admin fees for case no. 3659/2018"
21514,10/1/2019 0:00:00,402,55000,0,"EGP","Client paid for our legal service fees for Dispute against industrial development authority"
21515,10/1/2019 0:00:00,403,3000,0,"EGP","Client paid in advance admin fees for Dispute against industrial development authority"
21517,3/2/2019 0:00:00,404,33000,0,"EGP","Client paid our legal service fees for appeal no. 5420/22j."
21518,3/2/2019 0:00:00,405,3000,0,"EGP","Client paid in advance admin fees for appeal no. 5420/22j."
21524,3/2/2019 0:00:00,406,11000,0,"EGP","Client paid 2nd installment of our legal fees for appeal no. 858 / 20j"
21529,13/2/2019 0:00:00,407,22440,0,"EGP","Client paid actual expenses till 31/10/2018"
21532,28/3/2019 0:00:00,408,5500,0,"EGP","Client paid our legal service fees for legal opinion re. The company right to ask for fees from buyers of land No. 12b04 (Mr. Amr Howeidy and his brothers), for putting signboards of their tenant"
21672,26/3/2019 0:00:00,409,100000,0,"EGP","Client paid our legal service fees for filing a complaint against First Investment & Real estate Development, withou VAT."
20701,22/9/2015 0:00:00,413,20000,0,"EGP","client paid the invoice"
20808,10/3/2016 0:00:00,414,10000,0,"EGP","client paid the invoice"
20889,26/7/2016 0:00:00,415,10000,0,"EGP","client paid the invoice"
25,,417,250000,,"EGP",
30,,418,6000,,"USD",
283,,419,10000,,"EGP",
21543,3/2/2019 0:00:00,420,58947,,"EGP",
21570,17/2/2019 0:00:00,421,33000,,"EGP",
21580,20/2/2019 0:00:00,422,44000,,"EGP",
21538,16/1/2019 0:00:00,423,137544,,"EGP",
21535,2/5/2019 0:00:00,424,88000,,"EGP",
21679,30/7/2019 0:00:00,425,11000,,"EGP",
21729,8/8/2019 0:00:00,426,366365,,"EGP",
21732,5/8/2019 0:00:00,427,330449,,"EGP",
21587,22/1/2019 0:00:00,428,178693,,"EGP",
21611,13/2/2019 0:00:00,429,82500,,"EGP",
21613,11/2/2019 0:00:00,430,193655,,"EGP",
21614,11/2/2019 0:00:00,431,5000,,"EGP",
21574,5/3/2019 0:00:00,432,192500,,"EGP",
21615,5/3/2019 0:00:00,433,60500,,"EGP",
21661,18/3/2019 0:00:00,434,82500,,"EGP",
21673,8/4/2019 0:00:00,435,284691,,"EGP",
21640,24/4/2019 0:00:00,436,166035,,"EGP",
21684,25/6/2019 0:00:00,437,237418,,"EGP",
21689,18/6/2019 0:00:00,438,41250,,"EGP",
21704,29/8/2019 0:00:00,439,75000,,"EGP",
21704,26/6/2019 0:00:00,440,75000,,"EGP",
21717,11/7/2019 0:00:00,441,137500,,"EGP",
21720,10/7/2019 0:00:00,442,166528,,"EGP",
21722,1/8/2019 0:00:00,443,192500,,"EGP",
21595,31/1/2019 0:00:00,444,22000,,"EGP",
21557,3/2/2019 0:00:00,445,22000,,"EGP",
21558,3/2/2019 0:00:00,446,11000,,"EGP",
21562,17/2/2019 0:00:00,447,33000,,"EGP",
21593,17/2/2019 0:00:00,448,22000,,"EGP",
21594,17/2/2019 0:00:00,449,11000,,"EGP",
21600,14/4/2019 0:00:00,450,27500,,"EGP",
21665,11/4/2019 0:00:00,451,44000,,"EGP",
21624,14/5/2019 0:00:00,452,33000,,"EGP",
21626,14/5/2019 0:00:00,453,33000,,"EGP",
21628,14/5/2019 0:00:00,454,33000,,"EGP",
21630,14/5/2019 0:00:00,455,33000,,"EGP",
21699,10/6/2019 0:00:00,456,171244,,"EGP",
21590,30/1/2019 0:00:00,457,27500,,"EGP",
21641,7/3/2019 0:00:00,458,22000,,"EGP",
20075,,459,50000,,"EGP",
20220,,460,10000,,"EGP",
21024,,461,5000,,"EGP",
21079,,462,12000,,"EGP",
21483,,463,1500,,"USD",
21512,26/12/2018 0:00:00,464,2500,,"EGP",
21712,1/9/2019 0:00:00,465,3300,,"USD",
21409,,468,0,,,
21432,,469,0,,,
21536,20/1/2020 0:00:00,470,5000,,"EGP",
21591,,471,0,,,
21592,,472,0,,,
21596,,473,0,,,
21602,17/2/2020 0:00:00,474,12500,,"USD",
21603,22/1/2021 0:00:00,475,5000,,"EGP",
21618,26/9/2019 0:00:00,476,1538,,"USD",
21642,,477,0,,,
21669,17/2/2020 0:00:00,478,7500,,"USD",
21670,22/1/2021 0:00:00,479,5000,,"EGP",
21677,,480,0,,,
21678,,481,0,,,
21680,3/6/2020 0:00:00,482,1900,,"EGP",
21685,5/12/2019 0:00:00,483,10000,,"EGP",
21713,,484,0,,,
21721,2/12/2019 0:00:00,485,10000,,"EGP",
21727,7/10/2019 0:00:00,486,44000,,"EGP",
21730,22/12/2019 0:00:00,487,2556,,"EGP",
21743,17/9/2019 0:00:00,488,41250,,"EGP",
21744,17/9/2019 0:00:00,489,181696,,"EGP",
21745,8/9/2019 0:00:00,490,11000,0,"EGP",
21752,17/9/2019 0:00:00,491,10000,,"EGP",
21755,20/2/2020 0:00:00,492,81820,,"EGP",
21690,3/7/2019 0:00:00,494,167500,,"EGP",
21756,15/9/2019 0:00:00,495,10000,,"EGP",
21772,16/9/2019 0:00:00,496,8250,,"EGP",
21690,17/9/2019 0:00:00,497,20868,,"EGP",
21781,26/9/2019 0:00:00,498,20000,,"EGP",
21780,15/10/2019 0:00:00,499,907742,,"EGP",
21754,,500,0,,,
21773,5/12/2019 0:00:00,501,110000,,"EGP",
21776,5/12/2019 0:00:00,502,5000,,"EGP",
21779,26/1/2020 0:00:00,503,544645,,"EGP",
21767,17/9/2019 0:00:00,504,100000,,"EGP",
21768,,505,0,,,
21765,29/12/2019 0:00:00,506,11000,,"EGP",
21771,1/10/2019 0:00:00,507,11000,,"EGP",
21770,,508,0,,,
21783,12/12/2019 0:00:00,509,11000,,"EGP",
21786,30/10/2019 0:00:00,510,27500,,"EGP",
21799,,512,0,,,
21801,13/11/2019 0:00:00,513,9736,,"EGP",
21800,13/11/2019 0:00:00,514,5000,,"EGP",
21802,10/12/2019 0:00:00,515,5448,,"EGP",
21784,12/11/2019 0:00:00,516,11000,,"EGP",
21809,25/12/2019 0:00:00,517,22000,,"EGP",
21819,12/12/2019 0:00:00,518,137500,,"EGP",
21820,20/1/2020 0:00:00,519,31500,,"EGP",
21822,22/12/2019 0:00:00,520,176716,,"EGP",
21821,29/1/2020 0:00:00,521,33000,,"EGP",
21823,10/12/2019 0:00:00,522,2750,,"EGP",
20892,31/7/2016 0:00:00,523,2000,,"EGP",
20892,9/6/2016 0:00:00,524,30000,,"EGP",
20431,,525,0,,,
20507,,526,0,,,
21824,21/1/2020 0:00:00,528,19100,,"EGP",
21826,27/1/2020 0:00:00,529,33000,,"EGP",
21829,,530,0,,,
21833,22/1/2020 0:00:00,531,10500,,"EGP",
21827,27/1/2020 0:00:00,532,5000,,"EGP",
21830,30/1/2020 0:00:00,533,10500,,"EGP",
21684,5/12/2019 0:00:00,534,92,,"EGP",
21840,16/1/2020 0:00:00,535,629728,,"EGP",
21836,12/1/2020 0:00:00,536,3025,,"EGP",
21839,27/1/2020 0:00:00,537,419819,,"EGP",
21841,16/1/2020 0:00:00,538,20000,,"EGP",
21837,9/1/2020 0:00:00,539,10000,,"USD",
21845,16/4/2020 0:00:00,540,42000,,"EGP",
21846,16/4/2020 0:00:00,541,5000,,"EGP",
21848,,542,0,,,
21849,,543,0,,,
21850,4/2/2020 0:00:00,544,16050,,"EGP",
21851,4/2/2020 0:00:00,545,20126,,"EGP",
21858,19/2/2020 0:00:00,546,496106,,"EGP",
21859,19/2/2020 0:00:00,547,62998,,"EGP",
21867,18/2/2020 0:00:00,548,5456,,"EGP",
21862,16/4/2020 0:00:00,549,42000,,"EGP",
21863,16/4/2020 0:00:00,550,5000,,"EGP",
21864,16/4/2020 0:00:00,551,42000,,"EGP",
21865,16/4/2020 0:00:00,552,5000,,"EGP",
21873,13/7/2020 0:00:00,553,52500,,"EGP",
21874,8/3/2020 0:00:00,554,256781,,"EGP",
21875,,555,0,,,
21881,11/3/2020 0:00:00,556,8250,,"EGP",
21884,17/3/2020 0:00:00,557,105000,,"EGP",
21885,17/3/2020 0:00:00,558,20000,,"EGP",
21882,1/4/2020 0:00:00,559,44000,,"EGP",
21883,1/4/2020 0:00:00,560,22000,,"EGP",
21855,11/2/2020 0:00:00,561,550000,,"EGP",
21861,2/3/2020 0:00:00,562,10700,,"EGP",
21869,26/2/2020 0:00:00,563,50000,,"EGP",
21870,26/2/2020 0:00:00,564,3000,,"EGP",
21860,19/2/2020 0:00:00,565,1000,,"USD",
21886,6/4/2020 0:00:00,566,166324,,"EGP",
21887,6/4/2020 0:00:00,567,183832,,"EGP",
21888,6/4/2020 0:00:00,568,23750,,"EGP",
21892,1/4/2020 0:00:00,569,259710,,"EGP",
21893,1/4/2020 0:00:00,570,15740,,"EGP",
21894,16/4/2020 0:00:00,571,41800,,"EGP",
21898,17/5/2020 0:00:00,572,23500,,"EGP",
21902,8/4/2020 0:00:00,573,52500,,"EGP",
21903,7/4/2020 0:00:00,574,3000,,"EGP",
21901,22/1/2021 0:00:00,575,3737,,"EGP",
21900,18/1/2021 0:00:00,576,86344,,"EGP",
21896,27/4/2020 0:00:00,577,100000,,"EGP",
21895,27/4/2020 0:00:00,578,6223,,"EGP",
21914,,579,561,,"EGP",
21917,,580,0,,,
21915,29/4/2020 0:00:00,581,259875,,"EGP",
21916,21/5/2020 0:00:00,582,7875,,"EGP",
21920,20/5/2020 0:00:00,583,412089,,"EGP",
21927,1/6/2020 0:00:00,584,44000,,"EGP",
21937,23/6/2020 0:00:00,585,10000,,"EGP",
21936,23/6/2020 0:00:00,586,131250,,"EGP",
21932,24/6/2020 0:00:00,587,66000,,"EGP",
21933,24/6/2020 0:00:00,588,5000,,"EGP",
21921,20/5/2020 0:00:00,589,1413,,"EGP",
21944,25/6/2020 0:00:00,590,441050,,"EGP",
21945,25/6/2020 0:00:00,591,5000,,"EGP",
21962,22/7/2020 0:00:00,592,253369,,"EGP",
21963,22/7/2020 0:00:00,593,10000,,"EGP",
21958,15/7/2020 0:00:00,594,10000,,"USD",
21955,27/7/2020 0:00:00,595,190026,,"EGP",
21956,27/7/2020 0:00:00,596,171929,,"EGP",
21957,27/7/2020 0:00:00,597,21750,,"EGP",
21959,13/8/2020 0:00:00,598,11000,,"EGP",
21960,22/7/2020 0:00:00,599,65625,,"EGP",
21977,27/7/2020 0:00:00,600,7700,,"EGP",
21974,15/7/2020 0:00:00,601,7350,,"EGP",
21967,20/10/2020 0:00:00,602,15750,,"EGP",
21972,13/7/2020 0:00:00,603,25000,,"EGP",
21973,20/10/2020 0:00:00,604,1900,,"EGP",
21966,8/7/2020 0:00:00,605,11000,,"EGP",
21970,13/7/2020 0:00:00,606,5000,,"EGP",
21969,13/7/2020 0:00:00,607,330000,,"EGP",
21899,17/3/2020 0:00:00,608,200000,,"EGP",
21904,29/4/2020 0:00:00,609,49500,,"EGP",
21952,8/6/2020 0:00:00,610,10000,,"EGP",
21896,10/6/2020 0:00:00,611,83750,,"EGP",
21908,25/6/2020 0:00:00,612,33000,,"EGP",
21980,26/7/2020 0:00:00,613,9000,,"EGP",
21978,22/7/2020 0:00:00,614,49500,,"EGP",
21981,,615,0,,,
21985,21/9/2020 0:00:00,616,11000,,"EGP",
21989,12/8/2020 0:00:00,617,6600,,"EGP",
21991,12/8/2020 0:00:00,618,2008,,"EGP",
21990,11/8/2020 0:00:00,619,4950,,"EGP",
22004,5/1/2021 0:00:00,620,33000,,"EGP",
22003,7/10/2020 0:00:00,621,100000,,"EGP",
22006,7/9/2020 0:00:00,622,13200,,"EGP",
22009,10/9/2020 0:00:00,623,38500,,"EGP",
22010,10/9/2020 0:00:00,624,3000,,"EGP",
22012,16/9/2020 0:00:00,625,22000,,"EGP",
22013,16/9/2020 0:00:00,626,6000,,"EGP",
22016,,627,0,,,
22017,,628,0,,,
22018,,629,0,,,
22015,23/12/2020 0:00:00,630,5500,,"EGP",
22001,8/9/2020 0:00:00,631,55000,,"EGP",
22002,8/9/2020 0:00:00,632,5000,,"EGP",
21946,,633,0,,,
21947,,634,0,,,
21948,,635,0,,,
21949,,636,0,,,
21950,,637,0,,,
21970,30/9/2020 0:00:00,638,,792,"EGP",
21512,,639,500,,"EGP","Cancelling the remaining amount"
22068,,640,0,,,
22029,26/10/2020 0:00:00,641,5000,,"EGP",
22030,5/11/2020 0:00:00,642,143000,0,"EGP",
22031,,643,0,,,
22003,18/10/2020 0:00:00,644,83750,,"EGP",
22003,18/10/2020 0:00:00,646,8750,,"EGP","deducted by the client for with holding tax"
21967,20/10/2020 0:00:00,647,750,,"EGP","deducted by the client for ""with holding tax"""
22025,28/10/2020 0:00:00,648,55000,,"EGP",
21972,20/10/2020 0:00:00,649,2500,,"EGP",
22038,26/11/2020 0:00:00,650,55000,,"EGP",
22039,2/12/2020 0:00:00,651,5000,,"EGP",
22037,18/11/2020 0:00:00,652,32560,,"EGP",
22046,8/12/2020 0:00:00,653,82500,,"EGP",
22059,14/1/2021 0:00:00,654,430792,,"EGP",
22057,14/12/2020 0:00:00,655,165000,,"EGP",
22058,14/12/2021 0:00:00,656,5000,,"EGP",
22055,10/1/2021 0:00:00,657,100000,,"EGP",
22056,3/12/2021 0:00:00,658,30000,,"EGP",
22051,23/12/2020 0:00:00,659,10000,,"EGP",
22041,,660,0,,,
22040,30/11/2021 0:00:00,661,25000,,"EGP",
22055,14/12/2020 0:00:00,662,100000,,"EGP",
22055,3/12/2020 0:00:00,663,100000,,"EGP",
22072,26/1/2021 0:00:00,664,86263,,"EGP",
22073,26/1/2021 0:00:00,665,3000,,"EGP",
22086,7/3/2021 0:00:00,666,11000,,"EGP",
22096,10/2/2021 0:00:00,667,5000,,"EGP",
22095,7/2/2021 0:00:00,668,121000,,"EGP",
20210511,,669,0,,,
22083,,670,0,,,
22093,,671,0,,,
22084,,672,0,,,
22085,,673,0,,,
22092,,674,0,,,
22097,,675,0,,,
22098,,676,0,,,
22080,21/2/2021 0:00:00,677,3850,,"USD",
22081,21/2/2021 0:00:00,678,638,,"USD",
22082,16/3/2021 0:00:00,679,173250,,"EGP",
22075,21/1/2021 0:00:00,680,10000,,"USD",
22076,21/1/2021 0:00:00,681,1000,,"USD",
22099,21/3/2021 0:00:00,682,253430,,"EGP",
22101,21/3/2021 0:00:00,683,34345,,"EGP",
22074,22/1/2021 0:00:00,684,86263,,"EGP",
21669,18/1/2021 0:00:00,685,66570,,"EGP",
21602,18/1/2021 0:00:00,686,47086,,"EGP",
22049,23/12/2020 0:00:00,687,137500,,"EGP",
22102,22/2/2021 0:00:00,688,156772,,"EGP",
22121,21/3/2021 0:00:00,689,11000,,"EGP",
22137,16/3/2021 0:00:00,690,10000,,"EGP",
22133,,691,0,,,
22135,,692,0,,,
22136,,693,0,,,
22159,,694,0,,,
22160,,695,0,,,
22154,,696,0,,,
22153,,697,0,,,
22150,,698,0,,,
22151,,699,0,,,
22117,1/3/2021 0:00:00,700,3000,,"EGP",
22112,4/3/2021 0:00:00,701,55000,,"EGP",
22113,4/3/2021 0:00:00,702,5000,,"EGP",
22123,11/3/2021 0:00:00,703,220000,,"EGP",
22124,18/3/2021 0:00:00,704,55000,,"EGP",
22148,7/4/2021 0:00:00,705,11000,,"EGP",
22125,13/4/2021 0:00:00,706,100000,,"EGP",
22126,,708,0,,,
22127,,709,0,,,
22128,,710,0,,,
22168,,711,0,,,
22169,,712,0,,,
22193,22/6/2021 0:00:00,713,,55000,"EGP","client paid 1st installment of our legal service fees"
22194,22/6/2021 0:00:00,714,,3000,"EGP","client paid in advance admin fees"
22187,,715,,0,,
